Parameter,Value
G,6.674e-11
TimeStep,3600.0
TotalSimTime_Predefined,5184000.0
Integrator,rk4
CollisionModel,ignore
SimulationMode,pre_defined

Earth_ID,0
Earth_Mass,5.972e+24
Earth_InitialPosX,-4672203.365158763
Earth_InitialPosY,0.0
Earth_InitialPosZ,0.0
Earth_InitialVelX,0.0
Earth_InitialVelY,12.45246027415669
Earth_InitialVelZ,0.0
Earth_Radius,6372255.736961294
Earth_Color,#1E90FF
Moon_ID,1
Moon_Mass,7.348e+22
Moon_InitialPosX,379727796.63484126
Moon_InitialPosY,0.0
Moon_InitialPosZ,0.0
Moon_InitialVelX,0.0
Moon_InitialVelY,-1012.0589651233502
Moon_InitialVelZ,0.0
Moon_Radius,1471102.656837848
Moon_Color,#D3D3D3

Time,Earth_Px,Earth_Py,Earth_Pz,Earth_Vx,Earth_Vy,Earth_Vz,Moon_Px,Moon_Py,Moon_Pz,Moon_Vx,Moon_Vy,Moon_Vz
1861200.0,-1003257.5876463032,-4523095.1974518625,0.0,-12.030042586042947,2.9509960755201914,0.0,92075802.10813229,368978496.98106986,0.0,981.3318336547412,-244.417016184791,0.0
1864800.0,-1046513.8703055374,-4512263.502659843,0.0,-12.001223324526377,3.06661159062566,0.0,95604328.34488273,368081695.17832386,0.0,978.9457257834977,-253.80244402277967,0.0
1868400.0,-1089664.413753802,-4501016.09884822,0.0,-11.971298585267897,3.1819455096966,0.0,99124102.99866216,367151147.53091747,0.0,976.4698798961518,-263.16456626502253,0.0
1872000.0,-1132705.243223513,-4489354.018779003,0.0,-11.940271119737599,3.29698726817986,0.0,102634803.41990936,366186939.48325473,0.0,973.9045236188565,-272.50252534881133,0.0
1875600.0,-1175632.3940339363,-4477278.333198253,0.0,-11.908143780270061,3.411726328381053,0.0,106136107.7932607,365189159.56299067,0.0,971.2498927650839,-281.81546593253273,0.0
1879200.0,-1218441.911953828,-4464790.150737656,0.0,-11.874919519802907,3.5261521804258376,0.0,109627695.16698584,364157899.3728948,0.0,968.5062313140133,-291.1025349736955,0.0
1882800.0,-1261129.8535631194,-4451890.617812649,0.0,-11.840601391606214,3.6402543432186767,0.0,113109245.48234427,363093253.58243424,0.0,965.6737913881772,-300.3628818067487,0.0
1886400.0,-1303692.2866136094,-4438580.918517091,0.0,-11.805192549002818,3.754022365398976,0.0,116580439.60286003,361995319.91907674,0.0,962.7528332303685,-309.5956582206837,0.0
1890000.0,-1346125.2903886358,-4424862.274514506,0.0,-11.76869624507955,3.8674458262945235,0.0,120040959.34351197,360864199.1593152,0.0,959.7436251798115,-318.80001853641363,0.0
1893600.0,-1388424.956061689,-4410735.944925888,0.0,-11.731115832389401,3.980514336872144,0.0,123490487.49983686,359699995.1194138,0.0,956.6464436475961,-327.97511968392274,0.0
1897200.0,-1430587.3870539374,-4396203.226214101,0.0,-11.692454762644667,4.093217540685478,0.0,126928707.87694286,358502814.6458767,0.0,953.4615730913815,-337.1201212791788,0.0
1900800.0,-1472608.6993906337,-4381265.452064859,0.0,-11.652716586401096,4.205545114819806,0.0,130355305.3184305,357272767.6056406,0.0,950.1893059893679,-346.23418570080213,0.0
1904400.0,-1514485.0220563654,-4365923.993264321,0.0,-11.611904952733052,4.317486770833833,0.0,133769965.73521869,356009966.8759913,0.0,946.8299428135406,-355.3164781664837,0.0
1908000.0,-1556212.4973491216,-4350180.257573298,0.0,-11.57002360889974,4.4290322556983375,0.0,137172376.13427308,354714528.3342062,0.0,943.3837920021882,-364.36616680914585,0.0
1911600.0,-1597787.2812331417,-4334035.689598082,0.0,-11.52707640000252,4.540171352731621,0.0,140562224.6472342,353386570.8469226,0.0,939.8511699316981,-373.3824227528387,0.0
1915200.0,-1639205.5436905138,-4317491.770657918,0.0,-11.483067268633324,4.650893882531651,0.0,143939200.5589428,352026216.2592333,0.0,936.23240088763,-382.3644201883654,0.0
1918800.0,-1680463.469071493,-4300550.018649131,0.0,-11.438000254514243,4.761189703904835,0.0,147302994.33585966,350633589.38351095,0.0,932.5278170350722,-391.3113364486292,0.0
1922400.0,-1721557.2564435042,-4283211.9879059,0.0,-11.391879494128265,4.871048714791321,0.0,150653297.6543775,349208817.9879609,0.0,928.737758388282,-400.2223520836962,0.0
1926000.0,-1762483.119938802,-4265479.269057726,0.0,-11.344709220341246,4.980460853186764,0.0,153989803.42902228,347752032.78490496,0.0,924.8625727796131,-409.096650935566,0.0
1929600.0,-1803237.289100752,-4247353.488883574,0.0,-11.296493762015116,5.08941609806045,0.0,157312205.8405413,346263367.4187963,0.0,920.9026158277323,-417.9334202126447,0.0
1933200.0,-1843816.009228705,-4228836.310162726,0.0,-11.247237543612371,5.197904470269722,0.0,160620200.36387572,344742958.4539667,0.0,916.8582509051307,-426.73185056391253,0.0
1936800.0,-1884215.5417214315,-4209929.431522343,0.0,-11.196945084791878,5.3059160334706,0.0,163913483.7960147,343190945.3621074,0.0,912.729849104928,-435.4911361527801,0.0
1940400.0,-1924432.1644190862,-4190634.587281758,0.0,-11.145620999996023,5.413440895024534,0.0,167191754.28372896,341607470.50948495,0.0,908.5177892069775,-444.2104747306262,0.0
1944000.0,-1964462.1719436687,-4170953.54729351,0.0,-11.09326999802926,5.5204692069011925,0.0,170454711.35118085,339992679.14389235,0.0,904.2224576432711,-452.8890677100108,0.0
1947600.0,-2004301.8760379546,-4150888.116781138,0.0,-11.039896881628081,5.626991166577217,0.0,173702055.92740884,338346719.3813377,0.0,899.84424846265,-461.5261202375567,0.0
1951200.0,-2043947.6059028597,-4130440.136173746,0.0,-10.98550654702244,5.732997017930853,0.0,176933490.37368354,336669742.1924708,0.0,895.3835632948221,-470.1208412664927,0.0
1954800.0,-2083395.7085332132,-4109611.480937354,0.0,-10.93010398348869,5.838477052132383,0.0,180148718.51073304,334961901.38874924,0.0,890.8408113136916,-478.6724436288523,0.0
1958400.0,-2122642.549051904,-4088404.0614030496,0.0,-10.87369427289406,5.943421608530273,0.0,183347445.64583495,333223353.60834557,0.0,886.2164092000014,-487.18014410732184,0.0
1962000.0,-2161684.5110423733,-4066819.822591963,0.0,-10.816282589232706,6.047821075532966,0.0,186529378.5997728,331454258.3017958,0.0,881.5107811032941,-495.6431635067301,0.0
1965600.0,-2200517.9968794207,-4044860.74403707,0.0,-10.757874198153404,6.151665891486229,0.0,189694225.73365426,329654777.7173917,0.0,876.7243586031935,-504.0607267251745,0.0
1969200.0,-2239139.428058297,-4022528.839601844,0.0,-10.698474456478884,6.254946545545981,0.0,192841696.97558856,327825076.88631773,0.0,871.8575806700104,-512.4320628247766,0.0
1972800.0,-2277545.245522048,-3999826.1572957817,0.0,-10.638088811716893,6.357653578546526,0.0,195971503.8472212,325965323.6075334,0.0,866.9108936246761,-520.7564051020609,0.0
1976400.0,-2315731.9099870883,-3976754.7790868026,0.0,-10.576722801563,6.459777583864104,0.0,199083359.490123,324075688.4324036,0.0,861.8847510980075,-529.0329911579498,0.0
1980000.0,-2353695.9022669666,-3953316.820710554,0.0,-10.514382053395197,6.561309208275688,0.0,202176978.6920314,322156344.6490774,0.0,856.7796139893076,-537.2610629673703,0.0
1983600.0,-2391433.7235942977,-3929514.4314766293,0.0,-10.451072283760347,6.662239152812954,0.0,205252077.91294146,320207468.2666166,0.0,851.5959504243035,-545.4398669484633,0.0
1987200.0,-2428941.8959408314,-3905349.7940717265,0.0,-10.386799297852509,6.762558173611335,0.0,208308375.31104425,318229237.9988764,0.0,846.3342357124286,-553.5686540313918,0.0
1990800.0,-2466216.96233563,-3880825.1243597507,0.0,-10.321568988983202,6.86225708275409,0.0,211345590.7685104,316221835.248139,0.0,840.994952303449,-561.6466797267409,0.0
1994400.0,-2503255.4871813217,-3855942.671178895,0.0,-10.25538733804365,6.961326749111311,0.0,214363445.9171162,314185444.0885015,0.0,835.5785897434419,-569.6732041935024,0.0
1998000.0,-2540054.0565684075,-3830704.7161357054,0.0,-10.18826041295905,7.0597580991737905,0.0,217361664.16371012,312120251.2490197,0.0,830.0856446301261,-577.6474923066398,0.0
2001600.0,-2576609.278587584,-3805113.5733961556,0.0,-10.120194368134918,7.1575421178816745,0.0,220339970.71551734,310026446.0966098,0.0,824.5166205675526,-585.5688137242255,0.0
2005200.0,-2612917.783640064,-3779171.5894737467,0.0,-10.051195443895566,7.254669849447828,0.0,223298092.60528004,307904220.61870897,0.0,818.8720281201554,-593.4364429541462,0.0
2008800.0,-2648976.224745859,-3752881.143014653,0.0,-9.98126996591474,7.351132398175836,0.0,226235758.7162311,305753769.40569675,0.0,813.1523847661688,-601.2496594203685,0.0
2012400.0,-2684781.2778499974,-3726244.644579933,0.0,-9.9104243446385,7.446920929272563,0.0,229152699.80689904,303575289.63307834,0.0,807.3582148504157,-609.0077475287603,0.0
2016000.0,-2720329.6421266533,-3699264.5364248245,0.0,-9.83866507470037,7.542026669655207,0.0,232048648.53574175,301368981.04343206,0.0,801.4900495364698,-616.7099967324608,0.0
2019600.0,-2755618.0402811547,-3671943.2922751447,0.0,-9.765998734328814,7.636440908752761,0.0,234923339.48560694,299135045.92812216,0.0,795.5484267581958,-624.3557015967939,0.0
2023200.0,-2790643.218849844,-3644283.4171008165,0.0,-9.692431984747103,7.730154999301829,0.0,237776509.1880171,296873689.1087788,0.0,789.5338911706738,-631.9441618637192,0.0
2026800.0,-2825401.948497766,-3616287.4468865376,0.0,-9.6179715695656,7.823160358136694,0.0,240607896.1472766,294585117.91854686,0.0,783.4469941005103,-639.474682515814,0.0
2030400.0,-2859891.0243141553,-3587957.9483996173,0.0,-9.542624314166567,7.915448466973608,0.0,243417240.8643988,292269542.1831054,0.0,777.2882934955413,-646.9465738397815,0.0
2034000.0,-2894107.2661056924,-3559297.5189550007,0.0,-9.466397125081471,8.007010873189184,0.0,246204285.86085102,289927174.20145893,0.0,771.0583538739312,-654.3591514894782,0.0
2037600.0,-2928047.518687508,-3530308.7861775006,0.0,-9.389296989360934,8.097839190592868,0.0,248968775.70211524,287558228.7265032,0.0,764.7577462726729,-661.7117365484561,0.0
2041200.0,-2961708.6521719047,-3500994.4077612604,0.0,-9.311330973937308,8.18792510019338,0.0,251710457.02106228,285162922.94536626,0.0,758.3870481954932,-669.0036555920129,0.0
2044800.0,-2995087.5622547693,-3471357.071226467,0.0,-9.232506224979977,8.27726035095908,0.0,254429078.54113737,282741476.4595274,0.0,751.9468435601683,-676.234240748746,0.0
2048400.0,-3028181.170499655,-3441399.493673339,0.0,-9.152829967243422,8.365836760572183,0.0,257124391.09935504,280294111.264715,0.0,745.4377226452533,-683.4028297616018,0.0
2052000.0,-3060986.424619499,-3411124.4215334104,0.0,-9.072309503408121,8.453646216176743,0.0,259796147.66910115,277821051.73058623,0.0,738.8602820362323,-690.508766048419,0.0
2055600.0,-3093500.298755959,-3380534.630318133,0.0,-8.99095221341433,8.540680675120363,0.0,262444103.38274,275322524.5801886,0.0,732.2151245710919,-697.5513987619566,0.0
2059200.0,-3125719.7937563355,-3349632.92436482,0.0,-8.908765553788808,8.626932165689535,0.0,265068015.55402455,272798758.86920726,0.0,725.5028592853236,-704.5300828494029,0.0
2062800.0,-3157641.9374480583,-3318422.136579954,0.0,-8.825757056964555,8.712392787838562,0.0,267667643.7003076,270249985.964999,0.0,718.7241013563611,-711.4441791113596,0.0
2066400.0,-3189263.7849107124,-3286905.1281798817,0.0,-8.741934330593613,8.79705471391199,0.0,270242749.56455195,267676439.52541417,0.0,711.8794720474559,-718.2930542602968,0.0
2070000.0,-3220582.4187455783,-3255084.788428921,0.0,-8.657305056852996,8.880910189360483,0.0,272793097.13713735,265078355.47740966,0.0,704.9695986509969,-725.0760809784709,0.0
2073600.0,-3251594.949342659,-3222964.0343749025,0.0,-8.571876991743805,8.963951533450077,0.0,275318452.67746276,262455971.99545434,0.0,697.9951144312788,-731.7926379753035,0.0
2077200.0,-3282298.515145174,-3190545.81058217,0.0,-8.485657964383599,9.046171139964743,0.0,277818584.73534113,259809529.47972873,0.0,690.9566585667257,-738.4421100442129,0.0
2080800.0,-3312690.2829114916,-3157833.0888620615,0.0,-8.398655876292086,9.127561477902209,0.0,280293264.17218566,257139270.53412113,0.0,683.8548760915719,-745.0238881188956,0.0
2084400.0,-3342767.4479744793,-3124828.8680009022,0.0,-8.310878700670184,9.208115092162961,0.0,282742264.1819848,254445439.94402215,0.0,676.6904178370097,-751.5373693290503,0.0
2088000.0,-3372527.2344982484,-3091536.1734855245,0.0,-8.222334481672533,9.28782460423237,0.0,285165360.3120646,251728284.65391967,0.0,669.4639403718047,-757.981957055542,0.0
2091600.0,-3401966.895732264,-3057958.0572263473,0.0,-8.13303133367351,9.366682712855873,0.0,287562330.4836363,248988053.74479616,0.0,662.1761059423874,-764.357060984998,0.0
2095200.0,-3431083.714262804,-3024097.597278038,0.0,-8.042977440526819,9.444682194707168,0.0,289932955.01212746,246224998.41133055,0.0,654.8275824124247,-770.6620971638339,0.0
2098800.0,-3459875.0022617416,-2989957.8975577806,0.0,-7.952181054818731,9.521815905049328,0.0,292277016.6272941,243439371.93890664,0.0,647.4190432018773,-776.8964880517021,0.0
2102400.0,-3488338.101732626,-2955542.0875611757,0.0,-7.860650497115011,9.598076778388803,0.0,294594300.4931133,240631429.68043002,0.0,639.9511672255485,-783.0596625743599,0.0
2106000.0,-3516470.384754042,-2920853.322075801,0.0,-7.768394155201638,9.673457829122237,0.0,296884594.2274529,237801429.03295588,0.0,632.4246388311291,-789.1510561759504,0.0
2109600.0,-3544269.253720225,-2885894.7808924555,0.0,-7.675420483319356,9.747952152176044,0.0,299147687.9215179,234949629.4141296,0.0,624.8401477367452,-795.170110870694,0.0
2113200.0,-3571732.141578909,-2850669.668514113,0.0,-7.58173800139214,9.821552923638679,0.0,301383374.15907085,232076292.23844233,0.0,617.1983889680134,-801.1162752939823,0.0
2116800.0,-3598856.5120663885,-2815181.213862615,0.0,-7.487355294249641,9.89425340138555,0.0,303591448.0354246,229181680.89330366,0.0,609.5000627946099,-806.9890047528731,0.0
2120400.0,-3625639.8599397666,-2779432.669983126,0.0,-7.392281010843676,9.966046925696517,0.0,305771707.1762061,226266060.71493366,0.0,601.745874666358,-812.78776127598,0.0
2124000.0,-3652079.711206374,-2743427.313746379,0.0,-7.2965238634588445,10.036926919865916,0.0,307923951.75588936,223329698.96407643,0.0,593.9365351488414,-818.5120136627514,0.0
2127600.0,-3678173.623350338,-2707168.4455487393,0.0,-7.200092626917328,10.106886890805052,0.0,310047984.5160952,220372864.80153725,0.0,586.0727598585471,-824.1612375321373,0.0
2131200.0,-3703919.1855562725,-2670659.3890101113,0.0,-7.1029961377779545,10.175920429637108,0.0,312143610.7836575,217395829.26354575,0.0,578.1552693975459,-829.7349153706352,0.0
2134800.0,-3729314.0189300813,-2633903.4906697213,0.0,-7.005243293529591,10.244021212284409,0.0,314210638.4884526,214398865.2369472,0.0,570.1847892877138,-835.232536579715,0.0
2138400.0,-3754355.7767168423,-2596904.1196797946,0.0,-6.906843051778947,10.311183000048006,0.0,316248878.18099195,211382247.43422416,0.0,562.1620499045026,-840.6535975226144,0.0
2142000.0,-3779042.144515761,-2559664.6674971646,0.0,-6.80780442943285,10.377399640179494,0.0,318258143.0497747,208346252.3683508,0.0,554.0877864102645,-845.9976015705045,0.0
2145600.0,-3803370.8404921694,-2522188.547572834,0.0,-6.708136501875079,10.442665066445041,0.0,320238248.93840015,205291158.3274823,0.0,545.962738687136,-851.2640591480179,0.0
2149200.0,-3827339.6155865495,-2484479.1950395224,0.0,-6.607848402137813,10.506973299681562,0.0,322189014.36243737,202217245.34948134,0.0,537.7876512694892,-856.4524877781371,0.0
2152800.0,-3850946.2537205694,-2446540.066397225,0.0,-6.50694932006779,10.570318448344983,0.0,324110260.5260511,199124795.19628417,0.0,529.5632732759536,-861.5624121264387,0.0
2156400.0,-3874188.572000104,-2408374.63919681,0.0,-6.405448501487225,10.632694709050565,0.0,326001811.338382,196014091.32810864,0.0,521.290358341018,-866.5933640446888,0.0
2160000.0,-3897064.420915227,-2369986.4117216878,0.0,-6.303355247349595,10.694096367105203,0.0,327863493.42968005,192885418.87750643,0.0,512.9696645462147,-871.5448826137854,0.0
2163600.0,-3919571.6845371556,-2331378.9026675783,0.0,-6.200678912890335,10.754517797031689,0.0,329695136.16718936,189739064.6232619,0.0,504.60195435089685,-876.4165141860454,0.0
2167200.0,-3941708.2807121268,-2292555.6508204024,0.0,-6.097428906772542,10.813953463084855,0.0,331496571.6707832,186575316.96413982,0.0,496.18799452260987,-881.2078124268302,0.0
2170800.0,-3963472.1612521913,-2253520.2147323345,0.0,-5.993614690227754,10.872397919759583,0.0,333267634.8283476,183394465.89248443,0.0,487.7285560670678,-885.9183383555068,0.0
2174400.0,-3984861.312122904,-2214276.172396037,0.0,-5.889245776191885,10.929845812290598,0.0,335008163.31091195,180196802.9676724,0.0,479.22441415773835,-890.547660385742,0.0
2178000.0,-4005873.7536278963,-2174827.1209171126,0.0,-5.784331728436393,10.98629187714403,0.0,336717997.58752567,176982621.2894218,0.0,470.6763480650435,-895.0953543651234,0.0
2181600.0,-4026507.540590311,-2135176.676184802,0.0,-5.678882160694761,11.041730942500683,0.0,338396980.93987936,173752215.47095957,0.0,462.08514108518233,-899.5610036141054,0.0
2185200.0,-4046760.762531086,-2095328.4725409546,0.0,-5.572906735784364,11.096157928730962,0.0,340044959.4766688,170505881.6120503,0.0,453.45158046858216,-903.9441989642759,0.0
2188800.0,-4066631.5438440666,-2055286.162447308,0.0,-5.466415164723804,11.149567848861425,0.0,341661782.1477007,167243917.27188817,0.0,444.7764573479847,-908.2445387959401,0.0
2192400.0,-4086118.043967934,-2015053.4161510996,0.0,-5.359417205845798,11.201955809032913,0.0,343247300.7577395,163966621.44185495,0.0,436.0605666661734,-912.4616290750181,0.0
2196000.0,-4105218.457554931,-1974633.921349047,0.0,-5.251922663905687,11.253317008950207,0.0,344801369.9800922,160674294.5181465,0.0,427.3047071033485,-916.5950833892527,0.0
2199600.0,-4123931.0146363704,-1934031.3828497226,0.0,-5.143941389185661,11.303646742323183,0.0,346323847.36993265,157367238.27427003,0.0,418.5096810041571,-920.6445229837242,0.0
2203200.0,-4142253.980784913,-1893249.5222343574,0.0,-5.035483276594763,11.352940397299415,0.0,347814593.3773609,154045755.83341467,0.0,409.6762943043832,-924.6095767956681,0.0
2206800.0,-4160185.657273596,-1852292.0775161015,0.0,-4.926558264764773,11.401193456888183,0.0,349273471.3601993,150710151.6406983,0.0,400.8053564573064,-928.4898814885938,0.0
2210400.0,-4177724.3812316004,-1811162.8027977748,0.0,-4.817176335142032,11.44840149937586,0.0,350700347.5965224,147360731.43529254,0.0,391.89768035973395,-932.2850814857003,0.0
2214000.0,-4194868.525796741,-1769865.4679281367,0.0,-4.707347511075314,11.494560198732618,0.0,352095091.29691994,143997802.2224287,0.0,382.954082277714,-935.9948290025849,0.0
2217600.0,-4211616.500264669,-1728403.8581567083,0.0,-4.5970818568997975,11.539665325010438,0.0,353457574.6164919,140621672.24528745,0.0,373.9753817719365,-939.6187840792435,0.0
2221200.0,-4227966.750234762,-1686781.7737871776,0.0,-4.486389477017247,11.583712744732363,0.0,354787672.66657466,137232650.95677432,0.0,364.9624016228282,-943.1566146113588,0.0
2224800.0,-4243917.757752708,-1645003.0298294178,0.0,-4.375280514972469,11.62669842127298,0.0,356085263.5261964,133831048.99118413,0.0,355.91596775534924,-946.6079963808728,0.0
2228400.0,-4259468.041449747,-1603071.4556501538,0.0,-4.263765152526137,11.668618415230076,0.0,357350228.2532621,130417178.13575642,0.0,346.83690916349667,-949.9726130858412,0.0
2232000.0,-4274616.156678572,-1560990.894622305,0.0,-4.15185360872406,11.709468884787443,0.0,358582450.8954653,126991351.30212478,0.0,337.72605783452354,-953.2501563695675,0.0
2235600.0,-4289360.695645879,-1518765.2037730385,0.0,-4.039556138962987,11.749246086068794,0.0,359781818.5009273,123553882.49766268,0.0,328.58424867287926,-956.4403258490131,0.0
2239200.0,-4303700.287541537,-1476398.253430565,0.0,-3.92688303405303,11.787946373482765,0.0,360948221.1285617,120105086.79672813,0.0,319.41231942387793,-959.5428291424806,0.0
2242800.0,-4317633.598664385,-1433893.9268697072,0.0,-3.813844619276782,11.825566200058951,0.0,362081551.8581634,116645280.31181027,0.0,310.2111105971028,-962.5573818965692,0.0
